user_id,count_day,day_chem,loc_day
1,1.0,1.0,0.7480525611771186
2,1.0,1.0,0.7480525611771186
3,1.0,1.0,0.7480525611771186
4,1.0,1.0,0.7480525611771186
5,1.0,1.0,0.7480525611771186
6,1.0,1.0,0.7480525611771186
7,1.0,1.0,0.7480525611771186
8,1.0,1.0,0.7480525611771186
9,1.0,1.0,0.7480525611771186
10,1.0,1.0,0.7480525611771186
11,1.0,1.0,0.7480525611771186
12,1.0,1.0,0.7480525611771186
13,2.0,2.0,0.1449366590605083
14,1.0,1.0,0.7480525611771186
15,1.0,1.0,0.7480525611771186
16,2.0,2.0,0.1449366590605083
17,1.0,1.0,0.7480525611771186
18,1.0,1.0,0.7480525611771186
19,1.0,1.0,0.7480525611771186
20,1.0,1.0,0.7480525611771186
21,2.0,2.0,0.1449366590605083
22,2.0,2.0,0.1449366590605083
23,1.0,1.0,0.7480525611771186
24,1.0,1.0,0.7480525611771186
25,2.0,2.0,0.1449366590605083
26,2.0,2.0,0.1449366590605083
28,1.0,1.0,0.7480525611771186
30,2.0,3.0,0.02557242898733181
31,2.0,2.0,0.1449366590605083
32,1.0,1.0,0.7480525611771186
33,1.0,1.0,0.7480525611771186
34,2.0,2.0,0.1449366590605083
35,3.0,4.0,0.08143835077504132
36,1.0,1.0,0.7480525611771186
37,1.0,1.0,0.7480525611771186
38,1.0,1.0,0.7480525611771186
39,2.0,2.0,0.1449366590605083
40,1.0,1.0,0.7480525611771186
41,1.0,1.0,0.7480525611771186
42,1.0,1.0,0.7480525611771186
43,2.0,2.0,0.1449366590605083
44,1.0,1.0,0.7480525611771186
45,1.0,1.0,0.7480525611771186
46,1.0,1.0,0.7480525611771186
47,1.0,1.0,0.7480525611771186
48,1.0,1.0,0.7480525611771186
49,1.0,1.0,0.7480525611771186
50,1.0,1.0,0.7480525611771186
51,1.0,1.0,0.7480525611771186
52,2.0,2.0,0.1449366590605083
53,1.0,1.0,0.7480525611771186
54,1.0,1.0,0.7480525611771186
55,1.0,1.0,0.7480525611771186
56,1.0,1.0,0.7480525611771186
57,3.0,4.0,0.08143835077504132
58,2.0,3.0,0.02557242898733181
59,1.0,1.0,0.7480525611771186
60,2.0,3.0,0.02557242898733181
62,1.0,1.0,0.7480525611771186
63,1.0,1.0,0.7480525611771186
64,1.0,1.0,0.7480525611771186
65,1.0,1.0,0.7480525611771186
66,1.0,1.0,0.7480525611771186
67,2.0,2.0,0.1449366590605083
68,1.0,1.0,0.7480525611771186
69,1.0,1.0,0.7480525611771186
70,1.0,1.0,0.7480525611771186
71,1.0,1.0,0.7480525611771186
72,1.0,1.0,0.7480525611771186
73,1.0,1.0,0.7480525611771186
74,1.0,1.0,0.7480525611771186
75,2.0,2.0,0.1449366590605083
76,3.0,4.0,0.08143835077504132
77,1.0,1.0,0.7480525611771186
78,1.0,1.0,0.7480525611771186
79,1.0,1.0,0.7480525611771186
80,1.0,1.0,0.7480525611771186
81,1.0,1.0,0.7480525611771186
82,1.0,1.0,0.7480525611771186
84,1.0,1.0,0.7480525611771186
85,1.0,1.0,0.7480525611771186
86,1.0,1.0,0.7480525611771186
87,1.0,1.0,0.7480525611771186
88,1.0,1.0,0.7480525611771186
89,2.0,2.0,0.1449366590605083
91,3.0,4.0,0.08143835077504132
92,1.0,1.0,0.7480525611771186
93,1.0,1.0,0.7480525611771186
94,2.0,2.0,0.1449366590605083
95,1.0,1.0,0.7480525611771186
96,1.0,1.0,0.7480525611771186
97,1.0,1.0,0.7480525611771186
98,1.0,1.0,0.7480525611771186
100,1.0,1.0,0.7480525611771186
101,1.0,1.0,0.7480525611771186
102,3.0,4.0,0.08143835077504132
103,1.0,1.0,0.7480525611771186
104,1.0,1.0,0.7480525611771186
105,1.0,1.0,0.7480525611771186
106,1.0,1.0,0.7480525611771186
107,1.0,1.0,0.7480525611771186
108,1.0,1.0,0.7480525611771186
110,1.0,1.0,0.7480525611771186
111,1.0,1.0,0.7480525611771186
112,1.0,1.0,0.7480525611771186
113,2.0,2.0,0.1449366590605083
114,1.0,1.0,0.7480525611771186
115,1.0,1.0,0.7480525611771186
116,1.0,1.0,0.7480525611771186
117,1.0,1.0,0.7480525611771186
118,1.0,1.0,0.7480525611771186
119,2.0,2.0,0.1449366590605083
120,1.0,1.0,0.7480525611771186
121,1.0,1.0,0.7480525611771186
123,1.0,1.0,0.7480525611771186
124,3.0,4.0,0.08143835077504132
125,1.0,1.0,0.7480525611771186
126,1.0,1.0,0.7480525611771186
127,1.0,1.0,0.7480525611771186
128,1.0,1.0,0.7480525611771186
129,3.0,4.0,0.08143835077504132
130,1.0,1.0,0.7480525611771186
131,2.0,2.0,0.1449366590605083
132,1.0,1.0,0.7480525611771186
133,1.0,1.0,0.7480525611771186
134,1.0,1.0,0.7480525611771186
135,1.0,1.0,0.7480525611771186
137,1.0,1.0,0.7480525611771186
138,2.0,2.0,0.1449366590605083
139,1.0,1.0,0.7480525611771186
140,2.0,2.0,0.1449366590605083
141,2.0,2.0,0.1449366590605083
142,1.0,1.0,0.7480525611771186
143,1.0,1.0,0.7480525611771186
144,1.0,1.0,0.7480525611771186
145,2.0,2.0,0.1449366590605083
146,1.0,1.0,0.7480525611771186
147,1.0,1.0,0.7480525611771186
148,1.0,1.0,0.7480525611771186
149,1.0,1.0,0.7480525611771186
150,1.0,1.0,0.7480525611771186
151,1.0,1.0,0.7480525611771186
152,1.0,1.0,0.7480525611771186
154,1.0,1.0,0.7480525611771186
156,1.0,1.0,0.7480525611771186
157,2.0,2.0,0.1449366590605083
158,1.0,1.0,0.7480525611771186
159,1.0,1.0,0.7480525611771186
160,1.0,1.0,0.7480525611771186
161,1.0,1.0,0.7480525611771186
162,1.0,1.0,0.7480525611771186
163,1.0,1.0,0.7480525611771186
164,2.0,2.0,0.1449366590605083
165,1.0,1.0,0.7480525611771186
166,1.0,1.0,0.7480525611771186
167,1.0,1.0,0.7480525611771186
168,2.0,2.0,0.1449366590605083
169,1.0,1.0,0.7480525611771186
170,1.0,1.0,0.7480525611771186
171,3.0,4.0,0.08143835077504132
172,1.0,1.0,0.7480525611771186
173,1.0,1.0,0.7480525611771186
174,1.0,1.0,0.7480525611771186
175,2.0,2.0,0.1449366590605083
176,1.0,1.0,0.7480525611771186
177,2.0,2.0,0.1449366590605083
178,1.0,1.0,0.7480525611771186
179,1.0,1.0,0.7480525611771186
180,1.0,1.0,0.7480525611771186
181,1.0,1.0,0.7480525611771186
182,1.0,1.0,0.7480525611771186
183,3.0,4.0,0.08143835077504132
184,1.0,1.0,0.7480525611771186
185,1.0,1.0,0.7480525611771186
186,2.0,2.0,0.1449366590605083
187,1.0,1.0,0.7480525611771186
188,2.0,2.0,0.1449366590605083
189,1.0,1.0,0.7480525611771186
190,1.0,1.0,0.7480525611771186
191,1.0,1.0,0.7480525611771186
192,1.0,1.0,0.7480525611771186
193,3.0,4.0,0.08143835077504132
194,1.0,1.0,0.7480525611771186
195,3.0,4.0,0.08143835077504132
196,1.0,1.0,0.7480525611771186
197,1.0,1.0,0.7480525611771186
198,2.0,2.0,0.1449366590605083
199,1.0,1.0,0.7480525611771186
200,2.0,2.0,0.1449366590605083
201,1.0,1.0,0.7480525611771186
202,3.0,4.0,0.08143835077504132
203,1.0,1.0,0.7480525611771186
204,2.0,3.0,0.02557242898733181
205,1.0,1.0,0.7480525611771186
207,3.0,4.0,0.08143835077504132
208,3.0,4.0,0.08143835077504132
209,1.0,1.0,0.7480525611771186
210,1.0,1.0,0.7480525611771186
211,1.0,1.0,0.7480525611771186
212,1.0,1.0,0.7480525611771186
213,1.0,1.0,0.7480525611771186
214,1.0,1.0,0.7480525611771186
215,2.0,2.0,0.1449366590605083
216,1.0,1.0,0.7480525611771186
217,1.0,1.0,0.7480525611771186
218,2.0,2.0,0.1449366590605083
219,2.0,2.0,0.1449366590605083
220,2.0,2.0,0.1449366590605083
221,1.0,1.0,0.7480525611771186
222,1.0,1.0,0.7480525611771186
223,1.0,1.0,0.7480525611771186
224,1.0,1.0,0.7480525611771186
225,2.0,3.0,0.02557242898733181
226,1.0,1.0,0.7480525611771186
227,3.0,4.0,0.08143835077504132
228,1.0,1.0,0.7480525611771186
229,3.0,4.0,0.08143835077504132
230,1.0,1.0,0.7480525611771186
231,2.0,2.0,0.1449366590605083
232,1.0,1.0,0.7480525611771186
233,1.0,1.0,0.7480525611771186
234,1.0,1.0,0.7480525611771186
235,1.0,1.0,0.7480525611771186
236,1.0,1.0,0.7480525611771186
237,1.0,1.0,0.7480525611771186
238,1.0,1.0,0.7480525611771186
239,2.0,2.0,0.1449366590605083
240,1.0,1.0,0.7480525611771186
242,1.0,1.0,0.7480525611771186
243,1.0,1.0,0.7480525611771186
244,1.0,1.0,0.7480525611771186
245,1.0,1.0,0.7480525611771186
246,1.0,1.0,0.7480525611771186
247,1.0,1.0,0.7480525611771186
248,1.0,1.0,0.7480525611771186
249,1.0,1.0,0.7480525611771186
250,2.0,2.0,0.1449366590605083
251,2.0,2.0,0.1449366590605083
252,1.0,1.0,0.7480525611771186
253,2.0,2.0,0.1449366590605083
254,1.0,1.0,0.7480525611771186
255,1.0,1.0,0.7480525611771186
256,1.0,1.0,0.7480525611771186
257,1.0,1.0,0.7480525611771186
258,1.0,1.0,0.7480525611771186
259,1.0,1.0,0.7480525611771186
260,1.0,1.0,0.7480525611771186
261,2.0,2.0,0.1449366590605083
262,1.0,1.0,0.7480525611771186
263,3.0,4.0,0.08143835077504132
264,1.0,1.0,0.7480525611771186
265,1.0,1.0,0.7480525611771186
266,1.0,1.0,0.7480525611771186
267,1.0,1.0,0.7480525611771186
268,1.0,1.0,0.7480525611771186
269,1.0,1.0,0.7480525611771186
270,1.0,1.0,0.7480525611771186
271,2.0,2.0,0.1449366590605083
272,1.0,1.0,0.7480525611771186
273,1.0,1.0,0.7480525611771186
274,1.0,1.0,0.7480525611771186
275,1.0,1.0,0.7480525611771186
276,1.0,1.0,0.7480525611771186
277,1.0,1.0,0.7480525611771186
278,1.0,1.0,0.7480525611771186
279,2.0,3.0,0.02557242898733181
280,1.0,1.0,0.7480525611771186
281,1.0,1.0,0.7480525611771186
282,1.0,1.0,0.7480525611771186
283,1.0,1.0,0.7480525611771186
284,3.0,4.0,0.08143835077504132
285,1.0,1.0,0.7480525611771186
286,1.0,1.0,0.7480525611771186
287,2.0,2.0,0.1449366590605083
289,1.0,1.0,0.7480525611771186
290,2.0,2.0,0.1449366590605083
291,1.0,1.0,0.7480525611771186
293,1.0,1.0,0.7480525611771186
294,1.0,1.0,0.7480525611771186
295,2.0,2.0,0.1449366590605083
296,2.0,2.0,0.1449366590605083
297,1.0,1.0,0.7480525611771186
298,2.0,3.0,0.02557242898733181
299,2.0,3.0,0.02557242898733181
300,1.0,1.0,0.7480525611771186
301,2.0,2.0,0.1449366590605083
302,2.0,2.0,0.1449366590605083
303,3.0,4.0,0.08143835077504132
305,1.0,1.0,0.7480525611771186
306,1.0,1.0,0.7480525611771186
307,1.0,1.0,0.7480525611771186
308,1.0,1.0,0.7480525611771186
309,2.0,2.0,0.1449366590605083
310,1.0,1.0,0.7480525611771186
311,1.0,1.0,0.7480525611771186
312,1.0,1.0,0.7480525611771186
313,2.0,2.0,0.1449366590605083
314,1.0,1.0,0.7480525611771186
315,1.0,1.0,0.7480525611771186
316,3.0,4.0,0.08143835077504132
317,1.0,1.0,0.7480525611771186
318,1.0,1.0,0.7480525611771186
319,1.0,1.0,0.7480525611771186
320,1.0,1.0,0.7480525611771186
321,2.0,2.0,0.1449366590605083
322,1.0,1.0,0.7480525611771186
323,2.0,2.0,0.1449366590605083
324,1.0,1.0,0.7480525611771186
325,1.0,1.0,0.7480525611771186
326,1.0,1.0,0.7480525611771186
328,1.0,1.0,0.7480525611771186
330,1.0,1.0,0.7480525611771186
331,1.0,1.0,0.7480525611771186
332,3.0,4.0,0.08143835077504132
333,1.0,1.0,0.7480525611771186
334,2.0,2.0,0.1449366590605083
335,1.0,1.0,0.7480525611771186
336,1.0,1.0,0.7480525611771186
337,1.0,1.0,0.7480525611771186
338,2.0,2.0,0.1449366590605083
339,1.0,1.0,0.7480525611771186
340,1.0,1.0,0.7480525611771186
341,2.0,2.0,0.1449366590605083
342,1.0,1.0,0.7480525611771186
343,2.0,3.0,0.02557242898733181
344,3.0,4.0,0.08143835077504132
345,2.0,2.0,0.1449366590605083
346,1.0,1.0,0.7480525611771186
347,1.0,1.0,0.7480525611771186
348,1.0,1.0,0.7480525611771186
349,1.0,1.0,0.7480525611771186
350,1.0,1.0,0.7480525611771186
351,1.0,1.0,0.7480525611771186
352,1.0,1.0,0.7480525611771186
353,3.0,4.0,0.08143835077504132
354,1.0,1.0,0.7480525611771186
355,2.0,2.0,0.1449366590605083
356,2.0,3.0,0.02557242898733181
357,1.0,1.0,0.7480525611771186
358,1.0,1.0,0.7480525611771186
359,1.0,1.0,0.7480525611771186
360,1.0,1.0,0.7480525611771186
361,2.0,2.0,0.1449366590605083
362,1.0,1.0,0.7480525611771186
363,2.0,2.0,0.1449366590605083
364,2.0,3.0,0.02557242898733181
365,1.0,1.0,0.7480525611771186
366,1.0,1.0,0.7480525611771186
367,1.0,1.0,0.7480525611771186
368,1.0,1.0,0.7480525611771186
369,1.0,1.0,0.7480525611771186
370,1.0,1.0,0.7480525611771186
371,1.0,1.0,0.7480525611771186
372,1.0,1.0,0.7480525611771186
373,1.0,1.0,0.7480525611771186
374,1.0,1.0,0.7480525611771186
375,1.0,1.0,0.7480525611771186
376,1.0,1.0,0.7480525611771186
377,1.0,1.0,0.7480525611771186
378,1.0,1.0,0.7480525611771186
379,2.0,2.0,0.1449366590605083
380,2.0,2.0,0.1449366590605083
381,1.0,1.0,0.7480525611771186
382,1.0,1.0,0.7480525611771186
383,3.0,4.0,0.08143835077504132
384,1.0,1.0,0.7480525611771186
385,1.0,1.0,0.7480525611771186
387,2.0,2.0,0.1449366590605083
388,1.0,1.0,0.7480525611771186
389,1.0,1.0,0.7480525611771186
390,1.0,1.0,0.7480525611771186
391,3.0,4.0,0.08143835077504132
392,1.0,1.0,0.7480525611771186
393,1.0,1.0,0.7480525611771186
394,1.0,1.0,0.7480525611771186
395,3.0,4.0,0.08143835077504132
396,1.0,1.0,0.7480525611771186
397,1.0,1.0,0.7480525611771186
398,2.0,2.0,0.1449366590605083
399,1.0,1.0,0.7480525611771186
400,1.0,1.0,0.7480525611771186
401,1.0,1.0,0.7480525611771186
402,1.0,1.0,0.7480525611771186
403,1.0,1.0,0.7480525611771186
404,2.0,2.0,0.1449366590605083
405,1.0,1.0,0.7480525611771186
406,1.0,1.0,0.7480525611771186
407,1.0,1.0,0.7480525611771186
408,1.0,1.0,0.7480525611771186
409,3.0,4.0,0.08143835077504132
410,2.0,2.0,0.1449366590605083
411,2.0,2.0,0.1449366590605083
412,1.0,1.0,0.7480525611771186
413,1.0,1.0,0.7480525611771186
414,1.0,1.0,0.7480525611771186
415,1.0,1.0,0.7480525611771186
416,1.0,1.0,0.7480525611771186
417,1.0,1.0,0.7480525611771186
419,1.0,1.0,0.7480525611771186
420,2.0,2.0,0.1449366590605083
421,1.0,1.0,0.7480525611771186
422,3.0,4.0,0.08143835077504132
423,1.0,1.0,0.7480525611771186
424,1.0,1.0,0.7480525611771186
425,1.0,1.0,0.7480525611771186
426,1.0,1.0,0.7480525611771186
427,1.0,1.0,0.7480525611771186
428,2.0,2.0,0.1449366590605083
429,1.0,1.0,0.7480525611771186
430,1.0,1.0,0.7480525611771186
431,1.0,1.0,0.7480525611771186
432,1.0,1.0,0.7480525611771186
433,1.0,1.0,0.7480525611771186
434,2.0,2.0,0.1449366590605083
435,1.0,1.0,0.7480525611771186
436,1.0,1.0,0.7480525611771186
437,3.0,4.0,0.08143835077504132
438,2.0,2.0,0.1449366590605083
439,2.0,3.0,0.02557242898733181
440,2.0,2.0,0.1449366590605083
442,1.0,1.0,0.7480525611771186
443,1.0,1.0,0.7480525611771186
444,2.0,2.0,0.1449366590605083
445,1.0,1.0,0.7480525611771186
446,1.0,1.0,0.7480525611771186
447,1.0,1.0,0.7480525611771186
448,1.0,1.0,0.7480525611771186
449,1.0,1.0,0.7480525611771186
450,1.0,1.0,0.7480525611771186
451,1.0,1.0,0.7480525611771186
452,1.0,1.0,0.7480525611771186
453,1.0,1.0,0.7480525611771186
454,1.0,1.0,0.7480525611771186
455,1.0,1.0,0.7480525611771186
456,1.0,1.0,0.7480525611771186
457,1.0,1.0,0.7480525611771186
458,1.0,1.0,0.7480525611771186
459,1.0,1.0,0.7480525611771186
460,1.0,1.0,0.7480525611771186
461,1.0,1.0,0.7480525611771186
462,1.0,1.0,0.7480525611771186
463,1.0,1.0,0.7480525611771186
464,1.0,1.0,0.7480525611771186
465,1.0,1.0,0.7480525611771186
466,1.0,1.0,0.7480525611771186
467,3.0,4.0,0.08143835077504132
468,1.0,1.0,0.7480525611771186
469,1.0,1.0,0.7480525611771186
472,2.0,2.0,0.1449366590605083
473,1.0,1.0,0.7480525611771186
474,3.0,4.0,0.08143835077504132
475,1.0,1.0,0.7480525611771186
476,1.0,1.0,0.7480525611771186
477,1.0,1.0,0.7480525611771186
478,1.0,1.0,0.7480525611771186
479,1.0,1.0,0.7480525611771186
480,1.0,1.0,0.7480525611771186
481,1.0,1.0,0.7480525611771186
482,1.0,1.0,0.7480525611771186
483,1.0,1.0,0.7480525611771186
484,1.0,1.0,0.7480525611771186
485,1.0,1.0,0.7480525611771186
486,3.0,4.0,0.08143835077504132
487,2.0,2.0,0.1449366590605083
488,3.0,4.0,0.08143835077504132
489,1.0,1.0,0.7480525611771186
490,2.0,2.0,0.1449366590605083
491,1.0,1.0,0.7480525611771186
492,1.0,1.0,0.7480525611771186
493,2.0,3.0,0.02557242898733181
