user_id,time_diff,time_ratio
1,-1000.0,0.49866236525297036
2,0.0,0.418797702415611
3,0.0,0.418797702415611
4,-1000.0,0.49866236525297036
5,390.0,3.934219844204894e-05
6,-1000.0,0.49866236525297036
7,-1000.0,0.49866236525297036
8,0.0,0.418797702415611
9,-1000.0,0.49866236525297036
10,-1000.0,0.49866236525297036
11,-1000.0,0.49866236525297036
12,0.0,0.418797702415611
13,0.0,0.418797702415611
14,0.0,0.418797702415611
15,21.0,0.0006294751750727831
16,0.0,0.418797702415611
17,0.0,0.418797702415611
18,-1000.0,0.49866236525297036
19,-1000.0,0.49866236525297036
20,-1000.0,0.49866236525297036
21,0.0,0.418797702415611
22,0.0,0.418797702415611
23,-1000.0,0.49866236525297036
24,-1000.0,0.49866236525297036
25,0.0,0.418797702415611
26,0.0,0.418797702415611
28,-1000.0,0.49866236525297036
30,0.0,0.418797702415611
31,0.0,0.418797702415611
32,0.0,0.418797702415611
33,-1000.0,0.49866236525297036
34,0.0,0.418797702415611
35,0.0,0.418797702415611
36,-1000.0,0.49866236525297036
37,7.0,0.002714611692501377
38,-1000.0,0.49866236525297036
39,0.0,0.418797702415611
40,-1000.0,0.49866236525297036
41,-1000.0,0.49866236525297036
42,-1000.0,0.49866236525297036
43,0.0,0.418797702415611
44,0.0,0.418797702415611
45,0.0,0.418797702415611
46,0.0,0.418797702415611
47,-1000.0,0.49866236525297036
48,-1000.0,0.49866236525297036
49,0.0,0.418797702415611
50,0.0,0.418797702415611
51,-1000.0,0.49866236525297036
52,-1000.0,0.49866236525297036
53,-1000.0,0.49866236525297036
54,0.0,0.418797702415611
55,0.0,0.418797702415611
56,-1000.0,0.49866236525297036
57,0.0,0.418797702415611
58,0.0,0.418797702415611
59,-1000.0,0.49866236525297036
60,0.0,0.418797702415611
62,0.0,0.418797702415611
63,0.0,0.418797702415611
64,-1000.0,0.49866236525297036
65,-1000.0,0.49866236525297036
66,0.0,0.418797702415611
67,0.0,0.418797702415611
68,0.0,0.418797702415611
69,-1000.0,0.49866236525297036
70,0.0,0.418797702415611
71,-1000.0,0.49866236525297036
72,-1000.0,0.49866236525297036
73,0.0,0.418797702415611
74,0.0,0.418797702415611
75,1.0,0.017625304902037925
76,0.0,0.418797702415611
77,-1000.0,0.49866236525297036
78,0.0,0.418797702415611
79,-1000.0,0.49866236525297036
80,0.0,0.418797702415611
81,0.0,0.418797702415611
82,-1000.0,0.49866236525297036
84,-1000.0,0.49866236525297036
85,-1000.0,0.49866236525297036
86,-1000.0,0.49866236525297036
87,11.0,0.0012589503501455662
88,-1000.0,0.49866236525297036
89,0.0,0.418797702415611
91,0.0,0.418797702415611
92,-1000.0,0.49866236525297036
93,-1000.0,0.49866236525297036
94,1.0,0.017625304902037925
95,0.0,0.418797702415611
96,0.0,0.418797702415611
97,0.0,0.418797702415611
98,-1000.0,0.49866236525297036
100,0.0,0.418797702415611
101,0.0,0.418797702415611
102,1.0,0.017625304902037925
103,-1000.0,0.49866236525297036
104,0.0,0.418797702415611
105,0.0,0.418797702415611
106,-1000.0,0.49866236525297036
107,-1000.0,0.49866236525297036
108,0.0,0.418797702415611
110,-1000.0,0.49866236525297036
111,0.0,0.418797702415611
112,0.0,0.418797702415611
113,0.0,0.418797702415611
114,-1000.0,0.49866236525297036
115,0.0,0.418797702415611
116,-1000.0,0.49866236525297036
117,-1000.0,0.49866236525297036
118,56.0,0.00023605319065229366
119,0.0,0.418797702415611
120,0.0,0.418797702415611
121,2.0,0.007553702100873397
123,-1000.0,0.49866236525297036
124,0.0,0.418797702415611
125,-1000.0,0.49866236525297036
126,-1000.0,0.49866236525297036
127,0.0,0.418797702415611
128,-1000.0,0.49866236525297036
129,0.0,0.418797702415611
130,0.0,0.418797702415611
131,-1000.0,0.49866236525297036
132,-1000.0,0.49866236525297036
133,0.0,0.418797702415611
134,-1000.0,0.49866236525297036
135,-1000.0,0.49866236525297036
137,-1000.0,0.49866236525297036
138,0.0,0.418797702415611
139,-1000.0,0.49866236525297036
140,0.0,0.418797702415611
141,1.0,0.017625304902037925
142,-1000.0,0.49866236525297036
143,-1000.0,0.49866236525297036
144,0.0,0.418797702415611
145,5.0,0.0029900070815957196
146,-1000.0,0.49866236525297036
147,-1000.0,0.49866236525297036
148,90.0,0.00011802659532614683
149,108.0,3.934219844204894e-05
150,0.0,0.418797702415611
151,-1000.0,0.49866236525297036
152,0.0,0.418797702415611
154,-1000.0,0.49866236525297036
156,0.0,0.418797702415611
157,0.0,0.418797702415611
158,-1000.0,0.49866236525297036
159,-1000.0,0.49866236525297036
160,-1000.0,0.49866236525297036
161,10.0,0.0014556613423558108
162,0.0,0.418797702415611
163,-1000.0,0.49866236525297036
164,0.0,0.418797702415611
165,-1000.0,0.49866236525297036
166,0.0,0.418797702415611
167,0.0,0.418797702415611
168,0.0,0.418797702415611
169,0.0,0.418797702415611
170,-1000.0,0.49866236525297036
171,1.0,0.017625304902037925
172,-1000.0,0.49866236525297036
173,-1000.0,0.49866236525297036
174,-1000.0,0.49866236525297036
175,0.0,0.418797702415611
176,0.0,0.418797702415611
177,0.0,0.418797702415611
178,64.0,0.00023605319065229366
179,0.0,0.418797702415611
180,-1000.0,0.49866236525297036
181,-1000.0,0.49866236525297036
182,-1000.0,0.49866236525297036
183,0.0,0.418797702415611
184,0.0,0.418797702415611
185,-1000.0,0.49866236525297036
186,0.0,0.418797702415611
187,415.0,7.868439688409789e-05
188,-1000.0,0.49866236525297036
189,-1000.0,0.49866236525297036
190,-1000.0,0.49866236525297036
191,-1000.0,0.49866236525297036
192,0.0,0.418797702415611
193,0.0,0.418797702415611
194,-1000.0,0.49866236525297036
195,0.0,0.418797702415611
196,0.0,0.418797702415611
197,13.0,0.0012982925485876152
198,0.0,0.418797702415611
199,-1000.0,0.49866236525297036
200,0.0,0.418797702415611
201,-1000.0,0.49866236525297036
202,0.0,0.418797702415611
203,-1000.0,0.49866236525297036
204,0.0,0.418797702415611
205,-1000.0,0.49866236525297036
207,1.0,0.017625304902037925
208,0.0,0.418797702415611
209,-1000.0,0.49866236525297036
210,-1000.0,0.49866236525297036
211,-1000.0,0.49866236525297036
212,0.0,0.418797702415611
213,-1000.0,0.49866236525297036
214,124.0,0.00011802659532614683
215,0.0,0.418797702415611
216,-1000.0,0.49866236525297036
217,-1000.0,0.49866236525297036
218,-1000.0,0.49866236525297036
219,0.0,0.418797702415611
220,0.0,0.418797702415611
221,-1000.0,0.49866236525297036
222,-1000.0,0.49866236525297036
223,0.0,0.418797702415611
224,-1000.0,0.49866236525297036
225,0.0,0.418797702415611
226,0.0,0.418797702415611
227,0.0,0.418797702415611
228,-1000.0,0.49866236525297036
229,0.0,0.418797702415611
230,0.0,0.418797702415611
231,0.0,0.418797702415611
232,0.0,0.418797702415611
233,-1000.0,0.49866236525297036
234,-1000.0,0.49866236525297036
235,0.0,0.418797702415611
236,-1000.0,0.49866236525297036
237,-1000.0,0.49866236525297036
238,-1000.0,0.49866236525297036
239,0.0,0.418797702415611
240,0.0,0.418797702415611
242,0.0,0.418797702415611
243,7.0,0.002714611692501377
244,-1000.0,0.49866236525297036
245,-1000.0,0.49866236525297036
246,0.0,0.418797702415611
247,-1000.0,0.49866236525297036
248,6.0,0.002557242898733181
249,-1000.0,0.49866236525297036
250,0.0,0.418797702415611
251,0.0,0.418797702415611
252,-1000.0,0.49866236525297036
253,0.0,0.418797702415611
254,-1000.0,0.49866236525297036
255,87.0,7.868439688409789e-05
256,-1000.0,0.49866236525297036
257,-1000.0,0.49866236525297036
258,0.0,0.418797702415611
259,0.0,0.418797702415611
260,63.0,0.00011802659532614683
261,0.0,0.418797702415611
262,-1000.0,0.49866236525297036
263,0.0,0.418797702415611
264,0.0,0.418797702415611
265,-1000.0,0.49866236525297036
266,-1000.0,0.49866236525297036
267,-1000.0,0.49866236525297036
268,-1000.0,0.49866236525297036
269,-1000.0,0.49866236525297036
270,-1000.0,0.49866236525297036
271,0.0,0.418797702415611
272,-1000.0,0.49866236525297036
273,-1000.0,0.49866236525297036
274,-1000.0,0.49866236525297036
